Date,CORESTICKM159SFRBATL
1986-01-19,5.1747421008000005
1986-01-26,5.2278475224
1986-02-02,5.2466134444
1986-02-09,5.2122739448
1986-02-16,5.1779344452
1986-02-23,5.143594945599999
1986-03-02,5.126458889499999
1986-03-09,5.143662333
1986-03-16,5.1608657765
1986-03-23,5.178069219999999
1986-03-30,5.1952726635
1986-04-06,5.240514362
1986-04-13,5.268552617
1986-04-20,5.2965908719999995
1986-04-27,5.324629127
1986-05-04,5.287065335
1986-05-11,5.221463288
1986-05-18,5.155861241
1986-05-25,5.090259194
1986-06-01,5.025028576333334
1986-06-08,5.025400005666667
1986-06-15,5.025771435
1986-06-22,5.026142864333334
1986-06-29,5.026514293666667
1986-07-06,5.0135941678
1986-07-13,5.0003026126000005
1986-07-20,4.9870110574
1986-07-27,4.973719502200001
1986-08-03,4.933033622
1986-08-10,4.9056392970000005
1986-08-17,4.878244972
1986-08-24,4.850850647000001
1986-08-31,4.823456322
1986-09-07,4.8482648710000005
1986-09-14,4.87307342
1986-09-21,4.897881969
1986-09-28,4.922690518
1986-10-05,4.9343317494
